0.38799998,0.42999995,0.51557904,0.3428711,STK,368,6251,not normalized,100
0.742,0.679,0.87665176,0.40797096,STK,368,6251,normalized,100
0.41399997,0.445,0.5077799,0.36385795,STK,282,9080,not normalized,100
0.746,0.698,0.89051086,0.42029676,STK,282,9080,normalized,100
0.35000002,0.37400004,0.48707268,0.27510852,STK,202,8241,not normalized,100
0.6560001,0.61899996,0.7935094,0.3400519,STK,202,8241,normalized,100
0.39600003,0.414,0.5040991,0.33863822,STK,212,8828,not normalized,100
0.7460001,0.69100004,0.87130564,0.40753564,STK,212,8828,normalized,100
0.374,0.397,0.46538192,0.3250118,STK,252,55,not normalized,100
0.7379998,0.694,0.8273076,0.39492935,STK,252,55,normalized,100
0.39400005,0.432,0.53420824,0.34029755,STK,175,2084,not normalized,100
0.7759999,0.71900004,0.8536399,0.40673307,STK,175,2084,normalized,100
0.36600003,0.39200005,0.44079983,0.2935942,STK,197,1375,not normalized,100
0.67,0.62500006,0.79449797,0.35156572,STK,197,1375,normalized,100
0.38000003,0.38699996,0.46214446,0.28785732,STK,196,2802,not normalized,100
0.75799996,0.705,0.8924166,0.3523842,STK,196,2802,normalized,100
0.34000012,0.357,0.4638363,0.28192857,STK,211,3501,not normalized,100
0.7039999,0.64,0.8382306,0.33782104,STK,211,3501,normalized,100
0.31000003,0.33000004,0.4617481,0.23083648,STK,261,3389,not normalized,100
0.67399997,0.61899996,0.827188,0.29621285,STK,261,3389,normalized,100
0.336,0.32900003,0.41454148,0.13569725,STK,255,6251,not normalized,200
0.7219999,0.671,0.88121283,0.22427754,STK,255,6251,normalized,200
0.292,0.311,0.4186087,0.13893545,STK,211,9080,not normalized,200
0.74,0.697,0.87563413,0.21821514,STK,211,9080,normalized,200
0.29199997,0.305,0.42647746,0.109516755,STK,190,8241,not normalized,200
0.668,0.62700003,0.7999016,0.191941,STK,190,8241,normalized,200
0.25800005,0.26000005,0.37352738,0.12474637,STK,183,8828,not normalized,200
0.748,0.68999994,0.8727529,0.22410582,STK,183,8828,normalized,200
0.30200002,0.303,0.38702324,0.12161078,STK,219,55,not normalized,200
0.74999994,0.7090001,0.83094275,0.21645303,STK,219,55,normalized,200
0.29800007,0.31100005,0.4431423,0.1380164,STK,204,2084,not normalized,200
0.7819999,0.72800004,0.8605115,0.23035187,STK,204,2084,normalized,200
0.28400004,0.3000001,0.4086992,0.11064246,STK,225,1375,not normalized,200
0.66800004,0.63,0.7982618,0.19530147,STK,225,1375,normalized,200
0.26600003,0.28300002,0.38362902,0.1077219,STK,209,2802,not normalized,200
0.77599996,0.72099996,0.90173805,0.19220933,STK,209,2802,normalized,200
0.232,0.256,0.34587878,0.11429365,STK,245,3501,not normalized,200
0.70199996,0.6319999,0.8251048,0.19941707,STK,245,3501,normalized,200
0.26600003,0.26700002,0.4233204,0.0916844,STK,206,3389,not normalized,200
0.69,0.64199996,0.8496017,0.17091875,STK,206,3389,normalized,200
0.16999996,0.20100002,0.30207235,0.0351763,STK,298,6251,not normalized,500
0.732,0.68499994,0.8787783,0.11909121,STK,298,6251,normalized,500
0.23999996,0.23600002,0.36103302,0.03635259,STK,258,9080,not normalized,500
0.74000007,0.70600015,0.88802016,0.11499408,STK,258,9080,normalized,500
0.21599999,0.23900007,0.31410486,0.030075787,STK,264,8241,not normalized,500
0.65199995,0.6280001,0.80069834,0.10543608,STK,264,8241,normalized,500
0.17800002,0.19000004,0.29861876,0.025659712,STK,246,8828,not normalized,500
0.734,0.68399996,0.861939,0.12791,STK,246,8828,normalized,500
0.19399999,0.21200001,0.3129964,0.03765279,STK,301,55,not normalized,500
0.74799997,0.707,0.82277715,0.1266343,STK,301,55,normalized,500
0.23600002,0.23900007,0.36489287,0.030384801,STK,255,2084,not normalized,500
0.7720001,0.7220002,0.8672636,0.12480535,STK,255,2084,normalized,500
0.19800001,0.20699999,0.29145223,0.028256632,STK,354,1375,not normalized,500
0.668,0.63600004,0.8061474,0.10982388,STK,354,1375,normalized,500
0.18199997,0.19800004,0.30668998,0.021423044,STK,291,2802,not normalized,500
0.76600015,0.72200006,0.89714277,0.101089336,STK,291,2802,normalized,500
0.16599998,0.18000004,0.28667632,0.030478336,STK,406,3501,not normalized,500
0.69399995,0.6289999,0.8235937,0.12313908,STK,406,3501,normalized,500
0.17799999,0.19300003,0.29034677,0.021691425,STK,364,3389,not normalized,500
0.68200004,0.641,0.843968,0.09282178,STK,364,3389,normalized,500
0.14199996,0.15100001,0.26860902,0.012593632,STK,394,6251,not normalized,1000
0.734,0.68399996,0.87629014,0.09890047,STK,394,6251,normalized,1000
0.18999997,0.195,0.27615064,0.012070011,STK,329,9080,not normalized,1000
0.72200006,0.69500005,0.88019806,0.091106966,STK,329,9080,normalized,1000
0.15799999,0.18000002,0.26436648,0.011273797,STK,324,8241,not normalized,1000
0.6539999,0.62200004,0.8198626,0.09096935,STK,324,8241,normalized,1000
0.15999998,0.157,0.25568286,0.009298423,STK,313,8828,not normalized,1000
0.73800004,0.68399996,0.86155534,0.11339634,STK,313,8828,normalized,1000
0.15999997,0.16599998,0.28492838,0.015911343,STK,394,55,not normalized,1000
0.7459998,0.69700015,0.82039416,0.11102904,STK,394,55,normalized,1000
0.176,0.19000004,0.27114373,0.010803955,STK,305,2084,not normalized,1000
0.7699999,0.72900015,0.8614537,0.10522477,STK,305,2084,normalized,1000
0.17999998,0.18400002,0.2841313,0.011709761,STK,356,1375,not normalized,1000
0.67,0.635,0.81395876,0.0931483,STK,356,1375,normalized,1000
0.13599996,0.13999999,0.21776395,0.008328322,STK,336,2802,not normalized,1000
0.7640001,0.706,0.88773805,0.08482718,STK,336,2802,normalized,1000
0.15399998,0.16500004,0.25261256,0.013500663,STK,455,3501,not normalized,1000
0.69,0.6289999,0.83668864,0.10801469,STK,455,3501,normalized,1000
0.13999996,0.137,0.22627743,0.008644879,STK,356,3389,not normalized,1000
0.69000006,0.64599997,0.85085154,0.07882996,STK,356,3389,normalized,1000
